Greedy_RefOnly	Greedy_Nr	Greedy_NrEuk	MEM_RefOnly	MEM_Nr	MEM_NrEuk	averVal	COV	taxonomy
0	210	209	0	210	122	125.167	0.82073	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Pseudorhodobacter__Pseudorhodobacter__antarcticus
185	170	170	55	170	0	125	0.62174	root__Viruses__ssDNA__viruses__Microviridae__Gokushovirinae__unclassified__Gokushovirinae__Gokushovirinae__Bog5712_52
0	208	207	0	208	123	124.333	0.81827	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Niabella__Niabella__aurantiaca
0	204	204	0	204	132	124	0.80658	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Pseudorhodobacter__Pseudorhodobacter__ferrugineus
0	203	205	0	203	130	123.5	0.80833	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__gossypiicola
0	200	200	0	200	139	123.167	0.79799	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Chitinophaga__Chitinophaga__sp.__CF118
448	0	0	290	0	0	123	1.60156	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Dinoroseobacter__Dinoroseobacter__shibae__Dinoroseobacter__shibae__DFL__12__=__DSM__16493
302	62	60	221	62	29	122.667	0.90699	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingobium__Sphingobium__sp.__SYK-6
287	54	54	253	54	32	122.333	0.9417	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingorhabdus__Sphingorhabdus__sp.__M41
309	54	54	218	54	36	120.833	0.94682	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Porphyrobacter__Porphyrobacter__neustonensis
138	99	66	201	99	117	120	0.38536	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales
0	205	206	0	205	102	119.667	0.84372	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Runella__Runella__limosa
227	94	94	135	94	63	117.833	0.49372	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Rhodovulum__Rhodovulum__sulfidophilum
0	145	145	0	145	271	117.667	0.87863	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__unclassified__Rhodospirillales
276	71	73	164	71	48	117.167	0.74814	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingobium__Sphingobium__herbicidovorans
0	190	189	0	190	134	117.167	0.79616	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__sp.__OK268
0	192	191	0	192	126	116.833	0.80461	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__Rr__2-17
76	123	123	105	123	149	116.5	0.20869	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Caulobacterales__Caulobacteraceae__Caulobacter
375	20	20	264	20	0	116.5	1.38454	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Legionellales__Legionellaceae__Legionella__Legionella__longbeachae
0	188	187	0	188	133	116	0.79582	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Chitinophaga__Chitinophaga__eiseniae
320	28	28	278	28	13	115.833	1.23124	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Flavobacterium__Flavobacterium__johnsoniae
383	24	24	224	24	14	115.5	1.33427	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Sulfitobacter__Sulfitobacter__sp.__AM1-D1
424	0	0	268	0	0	115.333	1.60716	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Marinovum__Marinovum__algicola__Marinovum__algicola__DG__898
0	164	164	0	164	199	115.167	0.78349	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__unclassified__Betaproteobacteria__unclassified__Betaproteobacteria__(miscellaneous)
0	179	175	0	179	156	114.833	0.77814	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Pedobacter__Pedobacter__glucosidilyticus
287	51	51	222	51	25	114.5	0.96797	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingopyxis__Sphingopyxis__sp.__113P3
214	87	85	155	87	56	114	0.51664	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Erythrobacter__Erythrobacter__litoralis
22	138	138	34	138	211	113.5	0.63533	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Limnohabitans
309	41	41	216	41	31	113.167	1.05522	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Hymenobacteraceae__Hymenobacter__Hymenobacter__sp.__PAMC__26628
59	47	48	251	47	225	112.833	0.86328	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales
0	181	181	0	181	132	112.5	0.79275	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bradyrhizobium__Bradyrhizobium__sp.__URHD0069
313	26	26	253	26	29	112.167	1.19185	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingomonas__Sphingomonas__koreensis
0	184	184	0	184	115	111.167	0.81104	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Limnohabitans__Limnohabitans__sp.__Rim47
0	177	178	0	177	134	111	0.78922	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Emticicia__Emticicia__oligotrophica
0	181	181	0	181	121	110.667	0.80255	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__unclassified__Alphaproteobacteria__unclassified__Alphaproteobacteria__(miscellaneous)__Alphaproteobacteria__bacterium__13_2_20CM_2_64_7
0	174	174	0	174	140	110.333	0.78374	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Limnohabitans__Limnohabitans__planktonicus
267	56	56	179	56	45	109.833	0.83825	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Altererythrobacter__Altererythrobacter__namhicola
244	61	62	176	61	54	109.667	0.73576	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__Rhodospirillaceae__Azospirillum__Azospirillum__brasilense
0	165	164	0	165	164	109.667	0.77461	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Caulobacterales__Caulobacteraceae__Phenylobacterium
258	49	47	204	49	51	109.667	0.87111	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Labrenzia
0	174	173	0	174	134	109.167	0.78728	root__cellular__organisms__Bacteria__Nitrospirae__Nitrospira__Nitrospirales__Nitrospiraceae__Nitrospira__Nitrospira__sp.__ST-bin4
0	178	177	0	178	122	109.167	0.79938	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Chitinophaga__Chitinophaga__filiformis
0	187	185	0	187	96	109.167	0.8383	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Enterobacteriaceae__Salmonella__Salmonella__enterica
319	24	23	243	24	21	109	1.24207	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Phyllobacteriaceae__Hoeflea__Hoeflea__sp.__IMCC20628
0	176	177	0	176	123	108.667	0.79759	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__MBES04
0	172	172	0	172	135	108.5	0.78578	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Emticicia
90	96	88	124	96	156	108.333	0.2467	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Bacillales__Paenibacillaceae__Paenibacillus
318	28	28	227	28	21	108.333	1.20375	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Hymenobacteraceae__Hymenobacter__Hymenobacter__sp.__APR13
0	177	174	0	177	121	108.167	0.7993	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Emticicia__Emticicia__sp.__MM
138	101	101	126	101	78	107.5	0.19819	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Variovorax__Variovorax__paradoxus
0	170	169	0	170	136	107.5	0.78404	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingomonas__Sphingomonas__sp.__Leaf357
0	215	215	0	215	0	107.5	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Acidithiobacillia__Acidithiobacillales__Acidithiobacillaceae__Acidithiobacillus__Acidithiobacillus__thiooxidans
229	69	70	158	69	49	107.333	0.66018	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Planctomycetaceae__Planctomyces__Planctomyces__sp.__SH-PL62
0	171	170	0	171	131	107.167	0.78776	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Legionellales__Legionellaceae__Legionella__Legionella__fallonii
307	19	19	267	19	11	107	1.30873	root__cellular__organisms__Bacteria__Nitrospirae__Nitrospira__Nitrospirales__Nitrospiraceae__Nitrospira__Nitrospira__defluvii
0	170	170	0	170	128	106.333	0.78956	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__unclassified__Rhodospirillales__unclassified__Rhodospirillales__(miscellaneous)__Rhodospirillales__bacterium__70-18
273	51	51	178	51	34	106.333	0.915	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Erythrobacter__Erythrobacter__atlanticus
309	30	30	216	30	23	106.333	1.17103	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Celeribacter__Celeribacter__marinus
0	164	165	0	164	139	105.333	0.78018	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Polaromonas__Polaromonas__sp.__A23
389	0	0	239	0	0	104.667	1.61412	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingopyxis__Sphingopyxis__alaskensis__Sphingopyxis__alaskensis__RB2256
27	87	69	150	87	203	103.833	0.60374	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes
304	39	39	182	39	19	103.667	1.10814	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Pelagibaca__Pelagibaca__abyssi
63	137	135	87	137	61	103.333	0.36094	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Enterobacteriaceae
325	12	12	259	12	0	103.333	1.42932	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Sphingobacterium__Sphingobacterium__sp.__B29
302	26	26	220	26	19	103.167	1.21169	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Hymenobacteraceae__Hymenobacter__Hymenobacter__sedentarius
0	165	165	0	165	123	103	0.79053	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Fibrella__Fibrella__aestuarina
328	24	24	189	24	26	102.5	1.2545	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Porphyrobacter__Porphyrobacter__sp.__LM__6
0	167	169	0	167	110	102.167	0.80488	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Chitinophaga__Chitinophaga__ginsengisegetis
0	138	139	0	138	197	102	0.806	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__unclassified__Sphingobacteriales__unclassified__Sphingobacteriales__(miscellaneous)
147	78	78	145	78	85	101.833	0.33706	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Cupriavidus
0	160	159	0	160	132	101.833	0.78172	root__cellular__organisms__Bacteria__Nitrospirae__unclassified__Nitrospirae__Nitrospirae__bacterium__RBG_19FT_COMBO_58_9
352	0	0	257	0	0	101.5	1.57721	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Nitrobacter__Nitrobacter__hamburgensis__Nitrobacter__hamburgensis__X14
345	0	0	260	0	0	100.833	1.57196	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Planctomycetaceae__Planctopirus__Planctopirus__limnophila__Planctopirus__limnophila__DSM__3776
290	32	33	204	32	13	100.667	1.16033	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Phyllobacteriaceae__Aminobacter__Aminobacter__aminovorans
0	176	176	0	176	74	100.333	0.86892	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__SCN__66-18
360	0	0	241	0	0	100.167	1.5941	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Hyphomicrobiaceae__Filomicrobium__Candidatus__Filomicrobium__marinum
279	36	36	187	36	26	100	1.0712	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingopyxis__Sphingopyxis__granuli
314	23	23	205	23	11	99.8333	1.28689	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Hymenobacteraceae__Pontibacter__Pontibacter__korlensis
357	12	12	192	12	13	99.6667	1.45615	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bradyrhizobium__Bradyrhizobium__sp.
0	168	168	0	168	91	99.1667	0.83092	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__lappiensis
334	0	0	261	0	0	99.1667	1.56659	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Planctomycetaceae__Pirellula__Pirellula__staleyi__Pirellula__staleyi__DSM__6068
361	0	0	234	0	0	99.1667	1.60125	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Roseibacterium__Roseibacterium__elongatum__Roseibacterium__elongatum__DSM__19469
367	0	0	228	0	0	99.1667	1.61136	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bradyrhizobium__Bradyrhizobium__sp.__CCGE-LA001
0	160	161	0	160	113	99	0.79643	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__sp.__L294
0	173	174	0	173	68	98	0.87938	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__unclassified__Burkholderiales__Burkholderiales__Genera__incertae__sedis__Thiomonas
68	126	126	54	126	85	97.5	0.33567	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Phyllobacteriaceae__Mesorhizobium__Mesorhizobium__loti
0	154	153	0	154	123	97.3333	0.78416	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Chitinophaga__Chitinophaga__costaii
0	158	158	0	158	110	97.3333	0.7978	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__P6W
0	156	157	0	156	108	96.1667	0.79869	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Chitinophaga__Chitinophaga__sp.__YR573
338	0	0	238	0	0	96	1.58383	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Leadbetterella__Leadbetterella__byssophila__Leadbetterella__byssophila__DSM__17132
0	159	159	0	159	98	95.8333	0.81288	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Polaromonas__Polaromonas__jejuensis
0	152	152	0	152	113	94.8333	0.7908	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingobium__Sphingobium__faniae
314	0	0	253	0	0	94.5	1.56258	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Crocinitomicaceae__Fluviicola__Fluviicola__taffensis__Fluviicola__taffensis__DSM__16823
0	136	136	0	136	155	93.8333	0.77856	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Thioclava
0	154	156	0	154	99	93.8333	0.80799	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Paenirhodobacter__Paenirhodobacter__enshiensis
267	20	20	218	20	18	93.8333	1.23834	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__Acetobacteraceae__Roseomonas__Roseomonas__gilardii
305	18	18	187	18	15	93.5	1.32497	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Yangia__Yangia__sp.__CCB-MM3
0	148	148	0	148	114	93	0.78743	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Limnohabitans__Limnohabitans__sp.__Rim28
0	150	150	0	150	105	92.5	0.79718	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__unclassified__Actinobacteria__(class)__ac1__cluster
141	84	82	98	84	65	92.3333	0.28214	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Caulobacterales__Caulobacteraceae__Caulobacter__Caulobacter__henricii
0	153	153	0	153	95	92.3333	0.8119	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Pseudorhodobacter__Pseudorhodobacter__aquimaris
230	41	40	164	41	35	91.8333	0.91603	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Erythrobacter__Erythrobacter__gangjinensis
15	129	126	30	129	119	91.3333	0.58744	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Erythrobacter
279	24	23	171	24	21	90.3333	1.21513	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Sphingobacterium__Sphingobacterium__sp.__ML3W
52	65	65	160	65	133	90	0.49859	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__Acetobacteraceae
0	144	144	0	144	108	90	0.78994	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__unclassified__Rhizobiales__Pseudorhodoplanes__Pseudorhodoplanes__sinuspersici
256	34	33	144	34	39	90	1.02553	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Hymenobacteraceae__Rufibacter__Rufibacter__sp.__DG31D
153	75	66	128	75	42	89.8333	0.46548	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__Acetobacteraceae__Acidiphilium
0	149	149	0	149	92	89.8333	0.81264	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Runella__Runella__slithyformis
335	0	0	204	0	0	89.8333	1.61637	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Flavobacterium__Flavobacterium__johnsoniae__Flavobacterium__johnsoniae__UW101
266	15	16	212	15	13	89.5	1.30792	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cyclobacteriaceae__Algoriphagus__Algoriphagus__sp.__M8-2
0	142	142	0	142	110	89.3333	0.78692	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Legionellales__Legionellaceae__Legionella__Legionella__drancourtii
0	144	143	0	144	105	89.3333	0.79254	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Arsenicibacter__Arsenicibacter__rosenii
264	27	25	174	27	18	89.1667	1.17275	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Hyphomicrobiaceae__Devosia__Devosia__sp.__H5989
0	146	145	0	146	97	89	0.80304	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Spirosoma__Spirosoma__sp.__209
253	25	24	192	25	14	88.8333	1.1865	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Oligotropha__Oligotropha__carboxidovorans
0	138	137	0	138	117	88.3333	0.77989	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__unclassified__Rhodospirillales__unclassified__Rhodospirillales__(miscellaneous)__Rhodospirillales__bacterium__69-11
253	33	32	153	33	25	88.1667	1.07128	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Hymenobacteraceae__Pontibacter__Pontibacter__akesuensis
42	50	40	232	50	114	88	0.86124	root__cellular__organisms__Bacteria__Terrabacteria__group__Cyanobacteria/Melainabacteria__group__Cyanobacteria
292	0	0	236	0	0	88	1.56221	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Planktomarina__Planktomarina__temperata__Planktomarina__temperata__RCA23
317	0	0	211	0	0	88	1.59533	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Hyphomicrobiaceae__Hyphomicrobium__Hyphomicrobium__nitrativorans__Hyphomicrobium__nitrativorans__NL23
0	145	145	0	145	91	87.6667	0.8105	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Hyphomicrobiaceae__Hyphomicrobium__Hyphomicrobium__sp.__CS1BSMeth3
267	26	24	161	26	20	87.3333	1.18748	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Phaeobacter__Phaeobacter__gallaeciensis
213	41	40	153	41	35	87.1667	0.87936	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Hymenobacteraceae__Hymenobacter__Hymenobacter__sp.__PAMC__26554
152	74	72	88	74	60	86.6667	0.38329	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingobium__Sphingobium__sp.__MI1205
264	19	19	188	19	11	86.6667	1.27632	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Tateyamaria__Tateyamaria__omphalii
294	0	0	226	0	0	86.6667	1.56894	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Cytophaga__Cytophaga__hutchinsonii__Cytophaga__hutchinsonii__ATCC__33406
90	75	75	101	75	102	86.3333	0.15185	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bosea
0	133	131	0	133	121	86.3333	0.77631	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingobium__Sphingobium__sp.__C100
0	144	146	0	144	84	86.3333	0.82106	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Rhodobacter__Rhodobacter__sp.__CCB-MM2
291	0	0	226	0	0	86.1667	1.56745	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Caulobacterales__Caulobacteraceae__Phenylobacterium__Phenylobacterium__zucineum__Phenylobacterium__zucineum__HLK1
0	147	145	0	147	75	85.6667	0.83909	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Niabella__Niabella__drilacis
0	143	142	0	143	82	85	0.82245	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Dyadobacter__Dyadobacter__koreensis
327	0	0	183	0	0	85	1.63921	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Thiobacimonas__Thiobacimonas__profunda
